order_id,customer_id,customer_name,email,age,gender,city,region,category,sales,quantity,discount,profit,join_date
ORD1036,CUST123,Ritika Reddy,ritika.reddy45@email.com,30,Male,Pune,West,Toys,8922.26,8,0.04,2898.53,2024-07-22
ORD1037,CUST134,Arjun Singh,arjun.singh84@email.com,18,Other,Lucknow,North,Sports,12352.73,4,0.17,1225.43,2022-10-26
ORD1038,CUST131,Arjun Nair,arjun.nair86@email.com,64,Other,Pune,West,Toys,4902.34,8,0.33,-256.57,2023-06-01
ORD1039,CUST130,Aarav Mehta,aarav.mehta63@email.com,40,Female,Kolkata,East,Electronics,5171.05,20,0.28,268.62,2024-04-23
ORD1040,CUST117,Meera Joshi,meera.joshi43@email.com,23,Other,Pune,West,Sports,3401.79,8,0.12,747.9,2022-12-15
ORD1041,CUST106,Karan Mehta,karan.mehta76@email.com,64,Other,Bhubaneswar,East,Grocery,4801.66,18,0.38,,2024-10-10
ORD1042,CUST100,Priya Shah,priya.shah97@email.com,29,Other,Bengaluru,South,Grocery,310.81,18,0.05,-23.3,2023-02-28
ORD1043,CUST136,Sneha Gupta,sneha.gupta81@email.com,46,Other,Nagpur,Central,Sports,2847.02,2,0.1,1064.64,2020-03-05
ORD1044,CUST139,Arjun Tiwari,arjun.tiwari40@email.com,25,Female,Kolkata,East,Furniture,9134.13,20,0.09,1711.87,2024-10-02
ORD1045,CUST118,Kavya Tiwari,kavya.tiwari5@email.com,34,Female,Delhi,North,Grocery,2440.15,6,0.22,-33.94,2021-05-23
ORD1046,CUST107,Amit Singh,amit.singh77@email.com,34,Female,Mumbai,West,Electronics,6434.57,18,0.09,-116.18,2024-05-15
ORD1047,CUST148,Kavya Verma,kavya.verma30@email.com,43,Male,Ahmedabad,West,Books,7557.04,16,0.18,1729.96,2024-10-01
ORD1048,CUST120,Deepak Mishra,deepak.mishra61@email.com,29,Male,Patna,East,Grocery,7832.56,15,0.37,-1.42,2022-07-11
ORD1049,CUST100,Arjun Gupta,arjun.gupta99@email.com,62,Male,Delhi,North,Furniture,4394.45,13,0.33,890.11,2023-09-27
ORD1050,CUST140,Karan Kumar,karan.kumar57@email.com,30,Female,Nagpur,Central,Books,9377.24,16,0.25,2981.91,2023-02-01
ORD1051,CUST117,Sneha Tiwari,sneha.tiwari64@email.com,-5,Male,Bhopal,Central,Electronics,8328.55,3,0.09,3021.37,2022-09-23
ORD1052,CUST100,Swati Singh,swati.singh44@email.com,33,Female,Pune,West,Toys,8313.85,13,0.08,1909.34,2024-05-27
ORD1053,CUST114,Sonia Rao,sonia.rao90@email.com,55,Male,Patna,East,Sports,12992.38,15,0.22,1166.95,2021-10-13
ORD1054,CUST146,Rajesh Verma,rajesh.verma13@email.com,48,Female,Mumbai,West,Toys,5852.57,5,0.2,-466.09,2024-08-01
ORD1055,CUST145,Mohit Gupta,mohit.gupta69@email.com,27,Other,Bengaluru,South,Toys,7095.41,9,0.14,1993.72,2023-06-21
ORD1056,CUST120,Kavya Reddy,kavya.reddy57@email.com,,Male,Ahmedabad,West,Toys,3598.08,10,0.4,1118.0,2022-01-02
ORD1057,CUST109,Ananya Iyer,ananya.iyer80@email.com,45,Female,Chandigarh,North,Electronics,3738.54,14,0.23,1255.72,2021-08-19
ORD1058,CUST129,Ananya Gupta,ananya.gupta39@email.com,47,Other,Bengaluru,South,Sports,10035.93,15,0.36,2736.66,2023-12-09
ORD1059,CUST143,Arun Shah,arun.shah51@email.com,48,Other,Kolkata,East,Electronics,3634.36,19,0.14,227.98,2022-01-19
ORD1060,CUST128,Amit Singh,amit.singh83@email.com,36,Other,Lucknow,North,Grocery,9145.27,12,0.09,41.82,2020-05-26
ORD1061,CUST118,Vikram Joshi,vikram.joshi22@email.com,26,Female,Lucknow,North,Books,0,11,0.3,-46.39,2022-08-26
ORD1062,CUST123,Suresh Joshi,suresh.joshi34@email.com,22,Male,Kolkata,East,Electronics,11336.86,8,0.34,3382.0,2024-02-15
ORD1063,CUST141,Sonia Verma,sonia.verma82@email.com,58,Male,Patna,East,Books,1714.36,8,0.19,412.73,2023-12-10
ORD1064,CUST147,Vikram Rao,vikram.rao90@email.com,20,Other,Mumbai,West,Sports,14939.32,4,0.04,5796.35,2024-07-19
ORD1065,CUST122,Arjun Tiwari,arjun.tiwari88@email.com,49,Male,Bengaluru,South,Clothing,14091.89,9,0.01,1462.62,2022-09-21
ORD1066,CUST148,Aarav Patel,aarav.patel73@email.com,25,Male,Chandigarh,North,Toys,1465.93,7,0.26,334.86,2021-02-27
ORD1067,CUST122,Vikram Singh,vikram.singh15@email.com,32,Male,Bhopal,Central,Books,11638.09,20,0.0,4330.81,2020-03-01
ORD1068,CUST139,Meera Tiwari,meera.tiwari14@email.com,29,Other,Hyderabad,South,Toys,880.75,14,0.21,273.13,2023-09-08
ORD1069,CUST138,Suresh Mishra,suresh.mishra57@email.com,60,Other,Lucknow,North,Grocery,6924.83,1,0.02,1131.79,2020-02-11
ORD1070,CUST113,Nisha Mishra,nisha.mishra84@email.com,57,Male,Chennai,South,Electronics,5775.48,20,0.21,863.69,2024-12-28
ORD1071,CUST105,Kavya Verma,kavya.verma88@email.com,44,Male,Pune,West,Grocery,12428.55,13,0.17,-592.88,2023-02-03
ORD1072,CUST118,Sonia Verma,sonia.verma86@email.com,65,Female,Chandigarh,North,Grocery,12195.36,18,0.02,5196.97,2023-12-02
ORD1073,CUST139,Sonia Joshi,sonia.joshi29@email.com,54,Other,Nagpur,Central,Electronics,2405.48,16,0.09,-97.37,2023-09-25
ORD1074,CUST147,Rahul Joshi,rahul.joshi73@email.com,19,Male,Indore,Central,Electronics,531.4,9,0.28,37.17,2023-02-05
ORD1075,CUST142,Rahul Gupta,rahul.gupta7@email.com,31,Other,Delhi,North,Electronics,6355.5,11,0.06,453.79,2020-05-15
ORD1076,CUST100,Pooja Bose,pooja.bose29@email.com,44,Male,Pune,West,Books,3311.98,17,0.05,451.93,2023-10-02
ORD1077,CUST122,Ananya Singh,ananya.singh65@email.com,26,Male,Bengaluru,South,Sports,4412.76,4,0.0,1371.74,2024-11-26
ORD1078,CUST110,Deepak Rao,deepak.rao15@email.com,20,Female,Chandigarh,North,Grocery,379.25,3,0.34,82.17,2023-01-11
ORD1079,CUST110,Rajesh Gupta,rajesh.gupta44@email.com,41,Other,Nagpur,Central,Sports,6607.01,4,0.1,1479.17,2021-06-25
ORD1080,CUST148,Mohit Singh,mohit.singh26@email.com,51,Female,Lucknow,North,Clothing,13598.25,12,0.14,5806.76,2021-10-05
ORD1081,CUST128,Deepak Verma,deepak.verma20@email.com,58,Female,Delhi,North,Toys,7012.9,19,0.3,1030.18,2023-02-16
ORD1082,CUST129,Pooja Gupta,pooja.gupta79@email.com,40,Male,Bhubaneswar,East,Grocery,4725.08,15,0.02,485.77,2024-09-13
ORD1083,CUST111,Meera Singh,meera.singh92@email.com,65,Female,Indore,Central,Electronics,6801.03,19,0.26,522.59,2020-09-21
ORD1084,CUST143,Ritika Patel,ritika.patel9@email.com,46,Female,Delhi,North,Toys,5522.08,10,0.15,1799.95,2022-02-18
ORD1085,CUST150,Pooja Rao,pooja.rao40@email.com,60,Male,Pune,West,Clothing,5067.09,19,0.27,2048.17,2024-07-21
ORD1086,CUST104,Pooja Iyer,pooja.iyer25@email.com,65,Female,Kolkata,East,Clothing,9725.77,14,0.2,-875.06,2021-03-05
ORD1087,CUST123,Ananya Iyer,ananya.iyer22@email.com,52,Other,Kolkata,East,Toys,9962.75,20,0.05,1067.97,2023-01-14
ORD1088,CUST124,Meera Mehta,meera.mehta57@email.com,65,Other,Bengaluru,South,Furniture,3586.64,8,0.12,1236.47,2023-05-25
ORD1089,CUST148,Meera Joshi,meera.joshi67@email.com,28,Other,Indore,Central,Books,12038.76,5,0.35,-858.38,2020-05-03
ORD1090,CUST105,Arjun Joshi,arjun.joshi65@email.com,50,Female,Bengaluru,South,Electronics,12482.6,3,0.38,276.13,2022-04-13
ORD1091,CUST101,Pooja Bose,pooja.bose61@email.com,,Other,Kolkata,East,Grocery,12603.73,11,0.32,-306.53,2024-01-03
ORD1092,CUST134,Divya Mishra,divya.mishra9@email.com,53,Female,Kolkata,East,Grocery,1756.68,10,0.1,-57.94,2020-08-20
ORD1093,CUST132,Kavya Iyer,kavya.iyer47@email.com,33,Other,Lucknow,North,Grocery,4439.95,1,0.25,143.46,2020-09-18
ORD1094,CUST148,Aarav Joshi,aarav.joshi94@email.com,,Male,Indore,Central,Toys,748.66,13,0.39,29.58,2020-10-24
ORD1095,CUST112,Arun Bose,arun.bose9@email.com,52,Male,Kolkata,East,Grocery,12221.28,6,0.33,3380.11,2023-01-10
ORD1096,CUST123,Mohit Mehta,mohit.mehta84@email.com,38,Male,Delhi,North,Furniture,7779.22,18,0.19,-621.24,2022-05-04
ORD1097,CUST111,Rajesh Kumar,rajesh.kumar11@email.com,42,Female,Pune,West,Toys,14608.48,16,0.28,1490.66,2023-10-27
ORD1098,CUST140,Ananya Tiwari,ananya.tiwari46@email.com,23,Other,Nagpur,Central,Furniture,9947.7,10,0.18,2931.73,2024-07-09
ORD1099,CUST136,Nisha Tiwari,nisha.tiwari83@email.com,43,Male,Delhi,North,Electronics,7744.98,6,0.38,-166.29,2022-06-13
ORD1100,CUST124,Suresh Verma,suresh.verma4@email.com,46,Male,Lucknow,North,Grocery,5643.0,3,0.23,1078.96,2021-08-17
ORD1101,CUST105,Meera Mehta,meera.mehta58@email.com,34,Male,Bhopal,Central,Electronics,3297.1,20,0.11,1332.24,2021-12-15
ORD1102,CUST150,Mohit Iyer,mohit.iyer16@email.com,22,Male,Patna,East,Toys,13380.84,6,0.28,5486.53,2021-03-08
ORD1103,CUST126,Rohan Shah,rohan.shah62@email.com,54,Other,Mumbai,West,Sports,7064.35,18,0.05,2729.21,2024-07-25
ORD1104,CUST109,Sonia Iyer,sonia.iyer65@email.com,38,Female,Bhopal,Central,Toys,6804.62,17,0.14,2605.34,2020-02-17
ORD1105,CUST105,Amit Mehta,amit.mehta17@email.com,63,Female,Kolkata,East,Grocery,5255.74,17,0.36,1919.73,2022-10-18
ORD1106,CUST113,Deepak Patel,deepak.patel6@email.com,55,Male,Indore,Central,Toys,2650.89,20,0.29,617.2,2024-05-21
ORD1107,CUST103,Meera Nair,meera.nair39@email.com,19,Female,Nagpur,Central,Toys,13346.05,18,0.12,5687.52,2023-02-23
ORD1108,CUST115,Swati Joshi,swati.joshi66@email.com,47,Female,Bengaluru,South,Sports,5168.87,5,0.13,1525.33,2024-02-11
ORD1109,CUST110,Kavya Nair,kavya.nair74@email.com,33,Female,Mumbai,West,Toys,1542.49,10,0.38,578.88,2022-04-25
ORD1110,CUST100,Karan Joshi,karan.joshi77@email.com,37,Female,Ahmedabad,West,Electronics,445.33,13,0.2,192.24,2023-05-18
ORD1111,CUST135,Sonia Mehta,sonia.mehta50@email.com,34,Male,Chandigarh,North,Furniture,11481.47,12,0.02,-825.1,2024-08-25
ORD1112,CUST102,Sonia Joshi,sonia.joshi66@email.com,25,Other,Patna,East,Toys,14628.73,13,0.15,6476.62,2023-09-02
ORD1113,CUST132,Rahul Iyer,rahul.iyer39@email.com,48,Other,Delhi,North,Sports,2319.22,17,0.06,956.1,2024-06-17
ORD1114,CUST116,Kavya Shah,kavya.shah81@email.com,37,Other,Nagpur,Central,Toys,12254.66,12,0.13,-486.72,2020-10-16
ORD1115,CUST120,Ritika Nair,ritika.nair15@email.com,21,Other,Indore,Central,Electronics,2640.63,20,0.31,288.11,2021-01-15
ORD1116,CUST133,Swati Patel,swati.patel72@email.com,31,Male,Mumbai,West,Grocery,7577.11,20,0.37,2879.68,2022-11-16
ORD1117,CUST144,Divya Kumar,divya.kumar99@email.com,47,Female,Pune,West,Books,8239.47,9,0.24,47.34,2022-12-07
ORD1118,CUST122,Suresh Joshi,suresh.joshi6@email.com,53,Female,Pune,West,Toys,4388.06,19,0.27,477.56,2022-12-03
ORD1119,CUST133,Amit Singh,amit.singh31@email.com,48,Other,Ahmedabad,West,Electronics,3110.81,18,0.11,650.5,2021-01-22
ORD1120,CUST118,Aarav Iyer,aarav.iyer62@email.com,24,Female,Hyderabad,South,Sports,5021.37,16,0.04,1626.53,2021-05-11
ORD1121,CUST136,Priya Rao,priya.rao38@email.com,32,Other,Delhi,North,Toys,13707.12,6,0.17,4943.92,2020-01-10
ORD1122,CUST141,Vikram Tiwari,vikram.tiwari43@email.com,39,Male,Bhopal,Central,Furniture,6869.8,18,0.21,2672.99,2021-12-15
ORD1123,CUST111,Nisha Rao,nisha.rao12@email.com,65,Female,Patna,East,Toys,11882.44,19,0.27,74.13,2023-11-04
ORD1124,CUST103,Rahul Shah,rahul.shah34@email.com,33,Male,Bengaluru,South,Books,3985.7,8,0.18,186.72,2022-12-08
ORD1125,CUST130,Vikram Bose,vikram.bose48@email.com,43,Other,Chandigarh,North,Clothing,10385.33,10,0.15,222.94,2023-12-18
ORD1126,CUST110,Deepak Reddy,deepak.reddy26@email.com,33,Other,Indore,Central,Electronics,7930.05,17,0.28,-452.36,2024-09-05
ORD1127,CUST143,Priya Tiwari,priya.tiwari73@email.com,61,Female,Patna,East,Clothing,10782.08,16,0.04,1948.39,2020-09-15
ORD1128,CUST149,Neha Gupta,neha.gupta61@email.com,,Male,Patna,East,Books,12265.15,7,0.23,-921.0,2022-07-06
ORD1129,CUST122,Suresh Rao,suresh.rao70@email.com,59,Other,Hyderabad,South,Electronics,5679.47,13,0.18,2296.85,2021-11-28
ORD1130,CUST129,Pooja Tiwari,pooja.tiwari69@email.com,43,Female,Delhi,North,Grocery,10945.09,8,0.33,3457.54,2023-04-08
ORD1131,CUST145,Aarav Nair,aarav.nair5@email.com,64,Other,Kolkata,East,Clothing,580.04,14,0.25,240.68,2023-10-22
ORD1132,CUST149,Vikram Shah,vikram.shah74@email.com,43,Other,Delhi,North,Clothing,3591.66,7,0.3,1173.88,2022-10-20
ORD1133,CUST142,Swati Iyer,swati.iyer64@email.com,27,Other,Kolkata,East,Grocery,6262.05,9,0.02,2640.62,2020-06-21
ORD1134,CUST126,Divya Nair,divya.nair60@email.com,44,Male,Ahmedabad,West,Furniture,2323.34,13,0.07,455.05,2020-09-14
ORD1135,CUST104,Rohan Mehta,rohan.mehta78@email.com,33,Other,Indore,Central,Electronics,3129.72,3,0.37,1145.24,2024-01-28
ORD1136,CUST125,Karan Mehta,karan.mehta32@email.com,53,Female,Hyderabad,South,Grocery,7242.97,11,0.12,2896.8,2024-12-07
ORD1137,CUST120,Meera Tiwari,meera.tiwari61@email.com,36,Other,Hyderabad,South,Electronics,7047.13,12,0.12,689.24,2022-04-12
ORD1138,CUST135,Kavya Shah,kavya.shah49@email.com,32,Male,Mumbai,West,Clothing,341.68,18,0.37,74.67,2024-04-16
ORD1139,CUST142,Meera Iyer,meera.iyer68@email.com,49,Male,Bhubaneswar,East,Books,6966.35,12,0.07,2063.24,2020-02-27
ORD1140,CUST134,Neha Patel,neha.patel62@email.com,58,Other,Delhi,North,Books,1112.72,5,0.0,198.23,2023-01-01
ORD1141,CUST112,Ritika Mishra,ritika.mishra14@email.com,,Male,Nagpur,Central,Toys,8082.5,10,0.01,2806.54,2024-03-08
ORD1142,CUST124,Deepak Nair,deepak.nair11@email.com,40,Other,Indore,Central,Grocery,11944.55,3,0.15,1472.94,2020-02-13
ORD1143,CUST102,Rahul Reddy,rahul.reddy28@email.com,58,Male,Ahmedabad,West,Books,10572.39,3,0.2,1465.87,2024-08-09
ORD1144,CUST134,Vikram Rao,vikram.rao31@email.com,52,Other,Lucknow,North,Electronics,2772.38,11,0.01,38.64,2024-07-22
ORD1145,CUST117,Rohan Verma,rohan.verma51@email.com,26,Other,Bhubaneswar,East,Books,7561.81,12,0.02,1061.67,2022-01-21
ORD1146,CUST145,Nisha Shah,nisha.shah11@email.com,53,Male,Pune,West,Toys,6534.53,19,0.26,-345.47,2022-03-13
ORD1147,CUST106,Sneha Singh,sneha.singh72@email.com,41,Female,Hyderabad,South,Electronics,1463.65,10,0.18,466.52,2024-09-14
ORD1148,CUST119,Rohan Nair,rohan.nair49@email.com,23,Other,Delhi,North,Books,12969.4,1,0.12,1469.3,2021-03-09
ORD1149,CUST108,Amit Nair,amit.nair79@email.com,28,Other,Bhubaneswar,East,Grocery,4211.83,10,0.19,-242.99,2021-08-04
ORD1150,CUST125,Mohit Singh,mohit.singh26@email.com,39,Other,Kolkata,East,Furniture,12080.74,11,0.18,1653.12,2023-06-06
ORD1151,CUST149,Suresh Joshi,suresh.joshi76@email.com,58,Male,Bhubaneswar,East,Electronics,14519.67,8,0.13,786.46,2024-03-22
ORD1152,CUST150,Kavya Bose,kavya.bose33@email.com,47,Male,Bhopal,Central,Clothing,6632.98,10,0.33,-411.0,2021-12-14
ORD1153,CUST105,Arun Mishra,arun.mishra90@email.com,56,Female,Mumbai,West,Books,8775.44,18,0.2,3564.72,2024-10-21
ORD1154,CUST114,Mohit Rao,mohit.rao14@email.com,40,Female,Delhi,North,Toys,9740.3,2,0.23,2481.51,2020-02-09
ORD1155,CUST107,Arun Singh,arun.singh14@email.com,55,Female,Indore,Central,Furniture,6742.1,13,0.19,1845.69,2022-07-03
ORD1156,CUST121,Arun Tiwari,arun.tiwari91@email.com,47,Male,Bengaluru,South,Furniture,7864.61,12,0.19,1108.84,2020-01-28
ORD1157,CUST147,Arjun Nair,arjun.nair24@email.com,65,Male,Lucknow,North,Toys,7788.31,18,0.06,1619.32,2023-07-01
ORD1158,CUST107,Rohan Reddy,rohan.reddy47@email.com,45,Male,Bhopal,Central,Toys,166.31,7,0.08,52.18,2022-04-15
ORD1159,CUST105,Neha Tiwari,neha.tiwari91@email.com,51,Other,Patna,East,Books,8994.87,20,0.16,-334.36,2022-10-19
ORD1160,CUST131,Vikram Rao,vikram.rao69@email.com,37,Other,Bengaluru,South,Sports,2827.36,5,0.2,367.65,2021-09-06
ORD1161,CUST105,Suresh Bose,suresh.bose91@email.com,46,Female,Kolkata,East,Sports,12996.28,1,0.19,95.14,2023-08-06
ORD1162,CUST123,Arjun Bose,arjun.bose15@email.com,32,Other,Bhopal,Central,Books,587.16,8,0.22,-4.39,2022-09-27
ORD1163,CUST107,Divya Shah,divya.shah34@email.com,46,Female,Bhopal,Central,Toys,14847.66,4,0.29,3853.26,2022-02-15
ORD1164,CUST138,Vikram Mehta,vikram.mehta73@email.com,55,Male,Chennai,South,Toys,12929.63,20,0.25,-112.62,2022-09-09
ORD1165,CUST144,Ritika Reddy,ritika.reddy8@email.com,63,Female,Bhopal,Central,Clothing,4411.07,9,0.38,806.91,2022-11-05
ORD1166,CUST147,Amit Mishra,amit.mishra99@email.com,38,Other,Chennai,South,Sports,11445.96,13,0.2,2490.46,2020-07-17
ORD1167,CUST134,Swati Gupta,swati.gupta86@email.com,41,Other,Patna,East,Grocery,14258.79,11,0.23,5388.39,2022-02-26
ORD1168,CUST140,Deepak Bose,deepak.bose98@email.com,31,Other,Mumbai,West,Toys,4101.2,10,0.14,893.5,2020-01-04
ORD1169,CUST123,Vikram Shah,vikram.shah12@email.com,28,Female,Mumbai,West,Clothing,6902.12,14,0.08,1923.8,2022-05-03
ORD1170,CUST144,Meera Gupta,meera.gupta88@email.com,37,Other,Chennai,South,Clothing,6495.54,3,0.28,-645.67,2023-01-01
ORD1171,CUST143,Sneha Reddy,sneha.reddy18@email.com,45,Female,Kolkata,East,Furniture,7217.73,8,0.15,2179.18,2023-03-21
ORD1172,CUST124,Kavya Tiwari,kavya.tiwari18@email.com,18,Male,Chennai,South,Toys,6657.48,7,0.25,-111.47,2020-10-24
ORD1173,CUST138,Swati Shah,swati.shah85@email.com,26,Male,Bhubaneswar,East,Toys,4226.82,3,0.1,974.49,2022-04-17
ORD1174,CUST136,Meera Gupta,meera.gupta47@email.com,36,Male,Bhopal,Central,Books,11778.64,8,0.2,-447.48,2022-03-13
ORD1175,CUST132,Amit Mehta,amit.mehta65@email.com,29,Female,Pune,West,Electronics,14321.35,3,0.01,-900.2,2022-11-23
ORD1176,CUST127,Vikram Verma,vikram.verma88@email.com,23,Other,Pune,West,Sports,4234.27,10,0.03,1721.27,2020-05-23
ORD1177,CUST122,Ritika Iyer,ritika.iyer18@email.com,45,,Chennai,South,Electronics,6855.24,20,0.02,1825.85,2020-03-16
ORD1178,CUST116,Swati Reddy,swati.reddy55@email.com,64,Female,Indore,Central,Toys,2587.75,5,0.3,984.39,2022-09-03
ORD1179,CUST130,Sneha Reddy,sneha.reddy6@email.com,47,Male,Indore,Central,Clothing,926.04,19,0.07,-12.48,2020-04-02
ORD1180,CUST103,Swati Verma,swati.verma48@email.com,29,Other,Bhubaneswar,East,Furniture,8337.69,14,0.09,304.7,2020-09-22
ORD1181,CUST150,Pooja Verma,pooja.verma48@email.com,20,Male,Chennai,South,Electronics,1127.0,15,0.35,366.77,2021-05-19
ORD1182,CUST122,Swati Nair,swati.nair53@email.com,47,,Patna,East,Clothing,8916.19,16,0.4,2913.25,2020-04-18
ORD1183,CUST133,Divya Mishra,divya.mishra92@email.com,,Male,Chandigarh,North,Sports,12750.19,10,0.04,2440.36,2020-01-08
ORD1184,CUST120,Rohan Patel,rohan.patel31@email.com,47,Male,Ahmedabad,West,Sports,8753.48,17,0.05,3072.29,2022-05-28
ORD1185,CUST134,Deepak Reddy,deepak.reddy60@email.com,38,Female,Ahmedabad,West,Clothing,6846.09,8,0.03,78.67,2022-07-04
ORD1186,CUST122,Arun Patel,arun.patel19@email.com,47,Female,Kolkata,East,Clothing,12801.98,3,0.06,3550.38,2020-12-08
ORD1187,CUST149,Arjun Nair,arjun.nair16@email.com,37,Male,Ahmedabad,West,Electronics,12319.34,6,0.01,1508.08,2020-01-27
ORD1188,CUST121,Rohan Sharma,rohan.sharma57@email.com,43,Other,Chennai,South,Electronics,10325.65,3,0.23,437.31,2021-02-28
ORD1189,CUST128,Aarav Rao,aarav.rao28@email.com,21,Female,Delhi,North,Grocery,13869.56,14,0.33,1626.2,2021-05-09
ORD1190,CUST134,Priya Gupta,priya.gupta26@email.com,57,Female,Chennai,South,Furniture,9744.45,16,0.16,1976.94,2024-04-21
ORD1191,CUST149,Rahul Rao,rahul.rao77@email.com,40,Female,Chandigarh,North,Furniture,8213.32,16,0.14,1733.9,2021-01-26
ORD1192,CUST124,Ritika Nair,ritika.nair8@email.com,48,Other,Kolkata,East,Furniture,11525.95,8,0.39,-517.82,2021-10-28
ORD1193,CUST111,Arun Joshi,arun.joshi25@email.com,55,Other,Kolkata,East,Books,12112.53,12,0.37,-1023.34,2023-09-10
ORD1194,CUST145,Karan Singh,karan.singh8@email.com,32,Female,Mumbai,West,Furniture,396.93,16,0.0,160.69,2020-03-19
